function,lachesis_start,lachesis_end,start_time,end_time,duration,cold_start_latency,slo,inputs,cpu_limit,mem_limit,predicted_cpu,predicted_mem,p90_cpu,p95_cpu,p99_cpu,max_cpu,max_mem,invoker_ip,invoker_name,activation_id,exp_no,scheduled_cpu,scheduled_mem,energy,frequency
imageprocess,2024-03-11T05:50:20.750615Z,2024-03-11T05:50:31.411720Z,2024-03-11T05:50:22.744Z,2024-03-11T05:50:30.880Z,8135.0,789.0,3776.4999999999995,"[""7.4M-ford_gt_35_15_516157.jpg""]",2.0,5120.0,-1.0,-1.0,1.0540988651664933,1.1206074000464417,1.267538874880539,1.3042717435890634,311.0,129.114.109.158,w1,34449843082245e88498430822d5e829,,2,5120,33.10099461228918,1200000.0
imageprocess,2024-03-11T05:50:31.839361Z,2024-03-11T05:50:52.581899Z,2024-03-11T05:50:43.836Z,2024-03-11T05:50:51.937Z,8101.0,801.0,3776.4999999999995,"[""7.4M-ford_gt_35_15_516157.jpg""]",2.0,5120.0,-1.0,-1.0,1.0425615798993197,1.0506109114469329,1.0563699440839145,1.05780970224316,311.0,129.114.109.158,w1,c7d7e4b6f63c4ef997e4b6f63c3ef912,,2,5120,30.4151171196546,1200000.0
imageprocess,2024-03-11T05:50:52.923927Z,2024-03-11T05:51:13.894184Z,2024-03-11T05:51:04.947Z,2024-03-11T05:51:13.285Z,8337.0,786.0,3776.4999999999995,"[""7.4M-ford_gt_35_15_516157.jpg""]",2.0,5120.0,-1.0,-1.0,1.0404087265134725,1.1673255285356272,1.4687204736761172,1.5440692099612396,290.0,129.114.109.158,w1,75e36a4b2d944c7ea36a4b2d94bc7ea5,,2,5120,32.419692317576406,1200000.0
imageprocess,2024-03-11T05:51:14.008408Z,2024-03-11T05:51:24.566728Z,2024-03-11T05:51:15.941Z,2024-03-11T05:51:23.975Z,8033.0,686.0,3776.4999999999995,"[""7.4M-ford_gt_35_15_516157.jpg""]",3.0,5120.0,-1.0,-1.0,1.0588203538913117,1.077857324382082,1.1233019297728537,1.1346630811205467,307.0,129.114.109.158,w1,22e8b4354785447ba8b4354785f47bb6,,3,5120,30.72023676812976,1200000.0
imageprocess,2024-03-11T05:51:25.098172Z,2024-03-11T05:51:45.694226Z,2024-03-11T05:51:37.106Z,2024-03-11T05:51:45.110Z,8003.0,781.0,3776.4999999999995,"[""7.4M-ford_gt_35_15_516157.jpg""]",3.0,5120.0,-1.0,-1.0,1.0484741004264457,1.3353898900510992,2.0239852887907905,2.196134138475714,308.0,129.114.109.158,w1,3215067438e2432e95067438e2f32ee1,,3,5120,30.75106056935742,1200000.0
imageprocess,2024-03-11T05:51:46.179434Z,2024-03-11T05:52:06.693975Z,2024-03-11T05:51:58.125Z,2024-03-11T05:52:06.164Z,8038.0,738.0,3776.4999999999995,"[""7.4M-ford_gt_35_15_516157.jpg""]",3.0,5120.0,-1.0,-1.0,1.0812656773834268,1.3581748173228956,2.0195496741583923,2.184893388367267,308.0,129.114.109.158,w1,69995d7e6dab4e9d995d7e6dab2e9d64,,3,5120,30.67087016269039,1200000.0
imageprocess,2024-03-11T05:52:07.260383Z,2024-03-11T05:52:17.857524Z,2024-03-11T05:52:09.229Z,2024-03-11T05:52:17.235Z,8005.0,737.0,3776.4999999999995,"[""7.4M-ford_gt_35_15_516157.jpg""]",5.0,5120.0,-1.0,-1.0,1.0779569197934016,1.0782023070360882,1.078327723548591,1.0783590776767167,305.0,129.114.109.158,w1,de5e3749909043279e37499090132714,,5,5120,29.67975555640073,1200000.0
imageprocess,2024-03-11T05:52:18.342458Z,2024-03-11T05:52:38.869625Z,2024-03-11T05:52:30.339Z,2024-03-11T05:52:38.286Z,7946.0,735.0,3776.4999999999995,"[""7.4M-ford_gt_35_15_516157.jpg""]",5.0,5120.0,-1.0,-1.0,1.0383100497338251,1.040054320878364,1.043142814331505,1.0439149376947903,305.0,129.114.109.158,w1,574a8f12c20343278a8f12c203a3276c,,5,5120,32.773940778940805,1200000.0
imageprocess,2024-03-11T05:52:39.424970Z,2024-03-11T05:53:00.169053Z,2024-03-11T05:52:51.336Z,2024-03-11T05:52:59.409Z,8073.0,709.0,3776.4999999999995,"[""7.4M-ford_gt_35_15_516157.jpg""]",5.0,5120.0,-1.0,-1.0,1.040705693629594,1.0433012590892068,1.0491655676611185,1.0506316448040964,299.0,129.114.109.158,w1,8b03c6155e5448fb83c6155e5498fb40,,5,5120,32.26877206800833,1200000.0
imageprocess,2024-03-11T05:53:00.508592Z,2024-03-11T05:53:11.005479Z,2024-03-11T05:53:02.424Z,2024-03-11T05:53:10.373Z,7948.0,709.0,3776.4999999999995,"[""7.4M-ford_gt_35_15_516157.jpg""]",7.0,5120.0,-1.0,-1.0,1.038943461966863,1.0453782742365716,1.056982321513981,1.0598833333333335,304.0,129.114.109.158,w1,5cade630129743f8ade630129733f8d8,,7,5120,28.69782062034339,1200000.0
