function,lachesis_start,lachesis_end,start_time,end_time,duration,cold_start_latency,slo,inputs,cpu_limit,mem_limit,predicted_cpu,predicted_mem,p90_cpu,p95_cpu,p99_cpu,max_cpu,max_mem,invoker_ip,invoker_name,activation_id,exp_no,scheduled_cpu,scheduled_mem,energy,frequency,median_energy
floatmatmult,2024-03-06T06:48:05.005665Z,2024-03-06T06:48:10.874562Z,2024-03-06T06:48:07.542Z,2024-03-06T06:48:10.386Z,2843.0,1386.0,1793.4,"[""matrix1_1000_0.3.txt"", ""matrix1_1000_0.3.txt""]",7.0,5120.0,-1.0,-1.0,3.17329405829111,3.873562546404739,4.433777336895642,4.573831034518369,111.0,129.114.108.87,w1,d4f75848880845e2b75848880835e299,,7,5120,19.26369743308748,1400000.0,19.26369743308748
floatmatmult,2024-03-06T06:48:52.360373Z,2024-03-06T06:49:08.125927Z,2024-03-06T06:49:04.839Z,2024-03-06T06:49:07.694Z,2854.0,1347.0,1793.4,"[""matrix1_1000_0.3.txt"", ""matrix1_1000_0.3.txt""]",10.0,5120.0,-1.0,-1.0,3.1934125791241468,4.2560999927240415,5.106249923603958,5.318787406323936,111.0,129.114.108.87,w1,e3f00a80d3ee44b4b00a80d3ee94b4d1,,10,5120,18.937013275987415,1400000.0,18.937013275987415
floatmatmult,2024-03-06T06:49:33.625687Z,2024-03-06T06:49:49.278431Z,2024-03-06T06:49:46.126Z,2024-03-06T06:49:48.965Z,2838.0,1380.0,1793.4,"[""matrix1_1000_0.3.txt"", ""matrix1_1000_0.3.txt""]",13.0,5120.0,-1.0,-1.0,3.713233345111553,4.902436761913058,5.853799495354264,6.091640178714564,110.0,129.114.108.87,w1,f282903ba8724e7e82903ba8724e7ea9,,13,5120,18.033473110893706,1400000.0,18.033473110893706
floatmatmult,2024-03-06T06:50:11.892666Z,2024-03-06T06:50:27.693425Z,2024-03-06T06:50:24.441Z,2024-03-06T06:50:27.357Z,2915.0,1396.0,1793.4,"[""matrix1_1000_0.3.txt"", ""matrix1_1000_0.3.txt""]",16.0,5120.0,-1.0,-1.0,4.28502873485357,5.888224133895168,7.170780453128447,7.491419532936765,109.0,129.114.108.87,w1,6a7b0c7fb6c8438fbb0c7fb6c8d38fa3,,16,5120,22.64586502783133,1400000.0,22.64586502783133
floatmatmult,2024-03-06T06:50:50.155310Z,2024-03-06T06:51:07.886701Z,2024-03-06T06:51:04.732Z,2024-03-06T06:51:07.489Z,2757.0,1383.0,1793.4,"[""matrix1_1000_0.3.txt"", ""matrix1_1000_0.3.txt""]",19.0,5120.0,-1.0,-1.0,4.797352142307098,6.666262316183064,8.16139045528384,8.535172490059031,111.0,129.114.108.87,w1,2d7a73a2947145a1ba73a2947195a10f,,19,5120,27.45347433820332,1400000.0,27.45347433820332
floatmatmult,2024-03-06T06:51:33.402510Z,2024-03-06T06:51:49.062983Z,2024-03-06T06:51:45.888Z,2024-03-06T06:51:48.687Z,2799.0,1336.0,1793.4,"[""matrix1_1000_0.3.txt"", ""matrix1_1000_0.3.txt""]",22.0,5120.0,-1.0,-1.0,5.279474871263968,5.417226941028691,5.527428596840471,5.554979010793415,110.0,129.114.108.87,w1,7a0e8a915a9f49e98e8a915a9ff9e980,,22,5120,20.46942173319372,1400000.0,20.46942173319372
floatmatmult,2024-03-06T06:52:14.679378Z,2024-03-06T06:52:30.221210Z,2024-03-06T06:52:27.132Z,2024-03-06T06:52:29.870Z,2737.0,1312.0,1793.4,"[""matrix1_1000_0.3.txt"", ""matrix1_1000_0.3.txt""]",25.0,5120.0,-1.0,-1.0,9.724406035922492,10.4720132760199,11.070099068097823,11.219620516117306,110.0,129.114.108.87,w1,535c53ba7ffe4ea79c53ba7ffe9ea7fe,,25,5120,28.13168677121824,1400000.0,28.13168677121824
floatmatmult,2024-03-06T06:52:55.946730Z,2024-03-06T06:53:11.538313Z,2024-03-06T06:53:08.406Z,2024-03-06T06:53:11.129Z,2722.0,1326.0,1793.4,"[""matrix1_1000_0.3.txt"", ""matrix1_1000_0.3.txt""]",28.0,5120.0,-1.0,-1.0,7.825956973750793,10.08544776413804,11.89304039644784,12.344938554525292,112.0,129.114.108.87,w1,191a0c2974ea45fb9a0c2974ea35fb37,,28,5120,31.68644152317352,1400000.0,31.68644152317352
floatmatmult,2024-03-06T06:53:50.298385Z,2024-03-06T06:54:05.842873Z,2024-03-06T06:54:02.728Z,2024-03-06T06:54:05.455Z,2726.0,1287.0,1793.4,"[""matrix1_1000_0.3.txt"", ""matrix1_1000_0.3.txt""]",31.0,5120.0,-1.0,-1.0,8.693030111127404,9.145550346661162,9.507566535088168,9.59807058219492,111.0,129.114.108.87,w1,85bf5ed1be724677bf5ed1be7256774d,,31,5120,30.7797269415624,1400000.0,30.7797269415624
floatmatmult,2024-03-06T06:54:18.314082Z,2024-03-06T06:54:34.969708Z,2024-03-06T06:54:30.948Z,2024-03-06T06:54:34.609Z,3660.0,1436.0,1793.4,"[""matrix1_1000_0.3.txt"", ""matrix1_1000_0.3.txt""]",1.0,5120.0,-1.0,-1.0,1.115234316671764,1.1652772208986937,1.2053115442802376,1.2153201251256236,112.0,129.114.108.87,w1,01911cd966214ec3911cd966215ec345,,1,5120,26.82800659883017,1600000.0,26.82800659883017
